url,name,tdp,mtp,pbp,AMD Configurable TDP (cTDP),GPU Base
https://ark.intel.com//content/www/us/en/ark/products/208082/intel-core-i71185gre-processor-12m-cache-up-to-4-40-ghz.html,intel core i71185gre processor 12m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/208661/intel-core-i71160g7-processor-12m-cache-up-to-4-40-ghz-with-ipu.html,intel core i71160g7 processor 12m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz.html,intel core i71165g7 processor 12m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/208921/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu.html,intel core i71165g7 processor 12m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/208664/intel-core-i71185g7-processor-12m-cache-up-to-4-80-ghz-with-ipu.html,intel core i71185g7 processor 12m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/208018/intel-core-i710870h-processor-16m-cache-up-to-5-00-ghz.html,intel core i710870h processor 16m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/201896/intel-core-i710610u-processor-8m-cache-up-to-4-90-ghz.html,intel core i710610u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/201888/intel-core-i710810u-processor-12m-cache-up-to-4-90-ghz.html,intel core i710810u processor 12m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/196593/intel-core-i71068ng7-processor-8m-cache-up-to-4-10-ghz.html,intel core i71068ng7 processor 8m ,28.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/199316/intel-core-i710700-processor-16m-cache-up-to-4-80-ghz.html,intel core i710700 processor 16m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/203908/intel-core-i710700e-processor-16m-cache-up-to-4-50-ghz.html,intel core i710700e processor 16m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/199318/intel-core-i710700f-processor-16m-cache-up-to-4-80-ghz.html,intel core i710700f processor 16m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/199335/intel-core-i710700k-processor-16m-cache-up-to-5-10-ghz.html,intel core i710700k processor 16m ,125.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/199325/intel-core-i710700kf-processor-16m-cache-up-to-5-10-ghz.html,intel core i710700kf processor 16m ,125.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/199314/intel-core-i710700t-processor-16m-cache-up-to-4-50-ghz.html,intel core i710700t processor 16m ,35.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/203906/intel-core-i710700te-processor-16m-cache-up-to-4-50-ghz.html,intel core i710700te processor 16m ,35.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/201837/intel-core-i710750h-processor-12m-cache-up-to-5-00-ghz.html,intel core i710750h processor 12m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/201897/intel-core-i710850h-processor-12m-cache-up-to-5-10-ghz.html,intel core i710850h processor 12m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/202329/intel-core-i710875h-processor-16m-cache-up-to-5-10-ghz.html,intel core i710875h processor 16m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/196449/intel-core-i710510u-processor-8m-cache-up-to-4-90-ghz.html,intel core i710510u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/196452/intel-core-i710510y-processor-8m-cache-up-to-4-50-ghz.html,intel core i710510y processor 8m ,7.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/196448/intel-core-i710710u-processor-12m-cache-up-to-4-70-ghz.html,intel core i710710u processor 12m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/197120/intel-core-i71060g7-processor-8m-cache-up-to-3-80-ghz.html,intel core i71060g7 processor 8m ,9.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/196597/intel-core-i71065g7-processor-8m-cache-up-to-3-90-ghz.html,intel core i71065g7 processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/195306/intel-core-i79700e-processor-12m-cache-up-to-4-40-ghz.html,intel core i79700e processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/195329/intel-core-i79700te-processor-12m-cache-up-to-3-80-ghz.html,intel core i79700te processor 12m ,35.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/195328/intel-core-i79850he-processor-9m-cache-up-to-4-40-ghz.html,intel core i79850he processor 9m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/195333/intel-core-i79850hl-processor-9m-cache-up-to-4-10-ghz.html,intel core i79850hl processor 9m ,25.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191792/intel-core-i79700-processor-12m-cache-up-to-4-70-ghz.html,intel core i79700 processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/193738/intel-core-i79700f-processor-12m-cache-up-to-4-70-ghz.html,intel core i79700f processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191048/intel-core-i79700t-processor-12m-cache-up-to-4-30-ghz.html,intel core i79700t processor 12m ,35.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191045/intel-core-i79750h-processor-12m-cache-up-to-4-50-ghz.html,intel core i79750h processor 12m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191046/intel-core-i79750hf-processor-12m-cache-up-to-4-50-ghz.html,intel core i79750hf processor 12m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191047/intel-core-i79850h-processor-12m-cache-up-to-4-60-ghz.html,intel core i79850h processor 12m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/190885/intel-core-i79700kf-processor-12m-cache-up-to-4-90-ghz.html,intel core i79700kf processor 12m ,95.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/186604/intel-core-i79700k-processor-12m-cache-up-to-4-90-ghz.html,intel core i79700k processor 12m ,95.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/192996/intel-core-i78557u-processor-8m-cache-up-to-4-50-ghz.html,intel core i78557u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/193554/intel-core-i78665ue-processor-8m-cache-up-to-4-40-ghz.html,intel core i78665ue processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/191050/intel-core-i78569u-processor-8m-cache-up-to-4-70-ghz.html,intel core i78569u processor 8m ,28.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/193563/intel-core-i78665u-processor-8m-cache-up-to-4-80-ghz.html,intel core i78665u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/185281/intel-core-i78500y-processor-4m-cache-up-to-4-20-ghz.html,intel core i78500y processor 4m ,5.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/149091/intel-core-i78565u-processor-8m-cache-up-to-4-60-ghz.html,intel core i78565u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/148963/intel-core-i78706g-processor-with-radeon-pro-wx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz.html,intel core i78706g processor with radeon pro wx vega m gl graphics 8m ,,,,,
